Wall time,Step,Value
1733231447.1103554,180800,-1.6650255918502808
1733231455.0994425,181600,-1.8198667764663696
1733231462.9871962,182400,-1.879488229751587
1733231470.751743,183200,-1.5719183683395386
1733231478.6373563,184000,-1.3746862411499023
1733231486.5304947,184800,-1.5688544511795044
1733231494.284392,185600,-1.7625789642333984
1733231502.0839348,186400,-1.4245702028274536
1733231509.8584492,187200,-1.4703034162521362
1733231517.6140807,188000,-1.6490366458892822
1733231527.9516506,188800,-1.1309994459152222
1733231535.725208,189600,-1.5532772541046143
1733231543.490391,190400,-1.1430950164794922
1733231551.3064067,191200,-1.4141125679016113
1733231559.0483937,192000,-1.4641755819320679
1733231566.8451266,192800,-1.2058757543563843
1733231574.5755563,193600,-1.255744457244873
1733231582.35373,194400,-1.5882327556610107
1733231590.0371473,195200,-1.4588394165039062
1733231597.7933552,196000,-1.2531638145446777
1733231608.3378127,196800,-2.0324060916900635
1733231616.4091809,197600,-1.7981793880462646
1733231624.566237,198400,-1.3524539470672607
1733231632.6422281,199200,-1.962113618850708
1733231640.6992185,200000,-2.0578219890594482
1733231648.7200398,200800,-2.1486003398895264
1733231656.7550209,201600,-1.548892617225647
1733231664.8435996,202400,-1.6858898401260376
1733231672.9307082,203200,-1.7573784589767456
1733231681.0014555,204000,-1.7575181722640991
1733231689.1087627,204800,-1.4147281646728516
